user_id,message,timestamp,label
user_33068,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 10 DAYS AGO,2024-01-02T00:32:00Z,complaint
user_41365,INCREDIBLY DISAPPOINTED WITH THE QUALITY?,2024-01-01T12:09:00Z,complaint
user_51794,MY ORDER IS TAKING FOREVER. I ORDERED IT 3 WEEKS AGO.,2024-01-02T04:50:00Z,complaint
user_56741,I Am Extremely Unsatisfied With My Purchase?,2024-01-01T12:11:00Z,complaint
user_79053,Why Is My Order Taking So Long? I Ordered It 2 Weeks Ago!,2024-01-02T05:00:00Z,complaint
user_14310,HOW LONG DOES SHIPPING USUALLY TAKE.,2024-01-02T05:05:00Z,inquiry
user_64688,best company ever. highly recommended?,2024-01-02T05:10:00Z,praise
user_53851,WHAT PAYMENT METHODS DO YOU ACCEPT.,2024-01-01T12:15:00Z,inquiry
user_74824,Can I Return An Item That Was Damaged In Shipping.,2024-01-01T20:48:00Z,inquiry
user_05209,LOVE THIS PRODUCT! BEST PURCHASE EVER,2024-01-01T12:17:00Z,praise
user_86193,what is the warranty on this item?,2024-01-01T20:54:00Z,inquiry
user_07305,Do You Have This Item In A Different Size.,2024-01-01T16:38:00Z,inquiry
user_21662,My shipment is taking forever. I shipmented it 2 weeks ago.,2024-01-01T12:20:00Z,complaint
user_35217,Love this product! Best purchase ever.,2024-01-01T21:03:00Z,praise
user_32849,How can I track my shipment!,2024-01-02T05:50:00Z,inquiry
user_35943,your customer service is absolutely terrible,2024-01-01T21:09:00Z,complaint
user_72494,horrible experience from start to finish,2024-01-02T01:36:00Z,complaint
user_50589,Best Company Ever. Highly Recommended!,2024-01-01T12:25:00Z,praise
user_56126,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T12:26:00Z,complaint
user_33215,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-02T06:15:00Z,complaint
user_33012,best company ever. highly recommended!,2024-01-02T06:20:00Z,praise
user_99473,Love this product! Best purchase ever?,2024-01-02T01:56:00Z,praise
user_21627,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE!,2024-01-01T17:00:00Z,complaint
user_48724,WHAT IS THE WARRANTY ON THIS ITEM?,2024-01-02T02:04:00Z,inquiry
user_69018,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY!,2024-01-01T17:04:00Z,praise
user_39769,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT 2 WEEKS AGO!,2024-01-02T06:45:00Z,complaint
user_48217,MY ORDER IS TAKING FOREVER. I ORDERED IT 2 WEEKS AGO.,2024-01-01T17:08:00Z,complaint
user_86733,fantastic service! would definitely recommend,2024-01-02T02:20:00Z,praise
user_16527,Best Company Ever. Highly Recommended?,2024-01-01T21:48:00Z,praise
user_04313,ABSOLUTELY LOVE EVERYTHING ABOUT THIS COMPANY.,2024-01-01T12:37:00Z,praise
user_95451,Your service is outstanding!,2024-01-01T17:16:00Z,praise
user_61099,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-02T07:15:00Z,praise
user_53211,can i return an item that was damaged in shipping.,2024-01-01T12:40:00Z,inquiry
user_16756,Why is my package taking so long? I packageed it 10 days ago,2024-01-01T22:03:00Z,complaint
user_59156,How Can I Track My Shipment,2024-01-01T22:06:00Z,inquiry
user_20413,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED!,2024-01-01T17:26:00Z,complaint
user_55536,HOW DO I CONTACT CUSTOMER SUPPORT.,2024-01-01T22:12:00Z,inquiry
user_73716,Why is my package taking so long? I packageed it 14 days ago,2024-01-01T12:45:00Z,complaint
user_95582,What Is The Warranty On This Item!,2024-01-01T22:18:00Z,inquiry
user_40545,absolutely love everything about this company.,2024-01-01T17:34:00Z,praise
user_47277,Your customer service is absolutely terrible,2024-01-01T17:36:00Z,complaint
user_85029,Do You Have This Item In A Different Size?,2024-01-01T17:38:00Z,inquiry
user_93928,this is exactly what i wanted. five stars,2024-01-02T08:10:00Z,praise
user_17526,love this product! best purchase ever.,2024-01-02T08:15:00Z,praise
user_56973,your service is outstanding.,2024-01-01T22:36:00Z,praise
user_60186,Incredibly Disappointed With The Quality,2024-01-01T12:53:00Z,complaint
user_46452,Is there a discount code I can use?,2024-01-02T08:30:00Z,inquiry
user_75616,what is the warranty on this item!,2024-01-02T08:35:00Z,inquiry
user_71205,Just wanted to say thank you for the great experience.,2024-01-02T08:40:00Z,praise
user_82999,why is my package taking so long? i packageed it 14 days ago?,2024-01-02T03:48:00Z,complaint
user_14213,FANTASTIC SERVICE! WOULD DEFINITELY RECOMMEND,2024-01-02T03:52:00Z,praise
user_96068,WHAT IS THE WARRANTY ON THIS ITEM!,2024-01-01T17:58:00Z,inquiry
user_62124,Love This Product! Best Purchase Ever,2024-01-01T23:00:00Z,praise
user_31730,do you offer international shipping!,2024-01-01T13:01:00Z,inquiry
user_66297,I'M VERY DISAPPOINTED WITH THIS SERVICE?,2024-01-01T23:06:00Z,complaint
user_30621,Can I Get A Replacement For The Defective Unit,2024-01-01T13:03:00Z,inquiry
user_47899,Can I Return An Item That Was Damaged In Shipping!,2024-01-02T09:20:00Z,inquiry
user_20208,just wanted to say thank you for the great experience,2024-01-02T09:25:00Z,praise
user_11084,Just wanted to say thank you for the great experience?,2024-01-01T18:12:00Z,praise
user_95047,Your Customer Service Is Absolutely Terrible?,2024-01-02T04:28:00Z,complaint
user_35249,your customer service is absolutely terrible?,2024-01-01T23:24:00Z,complaint
user_33037,your customer service is absolutely terrible.,2024-01-02T04:36:00Z,complaint
user_16283,Absolutely love everything about this company.,2024-01-01T13:10:00Z,praise
user_14789,Absolutely love everything about this company,2024-01-02T09:55:00Z,praise
user_28478,WHAT IS THE WARRANTY ON THIS ITEM.,2024-01-01T18:24:00Z,inquiry
user_08405,how do i contact customer support!,2024-01-01T13:13:00Z,inquiry
user_06524,your service is outstanding,2024-01-01T18:28:00Z,praise
user_88027,BEST COMPANY EVER. HIGHLY RECOMMENDED.,2024-01-02T10:15:00Z,praise
user_57875,What is the warranty on this item,2024-01-01T18:32:00Z,inquiry
user_52603,Do you offer international shipping,2024-01-02T05:08:00Z,inquiry
user_44109,Why Is My Order Taking So Long? I Ordered It 14 Days Ago?,2024-01-01T13:18:00Z,complaint
user_70678,How long does shipping usually take!,2024-01-02T05:16:00Z,inquiry
user_66413,Fantastic Service! Would Definitely Recommend,2024-01-02T05:20:00Z,praise
user_27327,How do I contact customer support!,2024-01-02T05:24:00Z,inquiry
user_66321,my order is taking forever. i ordered it 15 days ago,2024-01-02T05:28:00Z,complaint
user_31367,Fantastic Service! Would Definitely Recommend!,2024-01-02T00:09:00Z,praise
user_07968,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE?,2024-01-02T05:36:00Z,complaint
user_38993,Best Company Ever. Highly Recommended!,2024-01-02T05:40:00Z,praise
user_81045,MY ORDER IS TAKING FOREVER. I ORDERED IT 10 DAYS AGO?,2024-01-02T11:10:00Z,complaint
user_81924,WHAT IS THE WARRANTY ON THIS ITEM.,2024-01-02T00:21:00Z,inquiry
user_78807,I Am Extremely Unsatisfied With My Purchase?,2024-01-02T05:52:00Z,complaint
user_51003,Best company ever. Highly recommended.,2024-01-01T18:58:00Z,praise
user_09454,Best company ever. Highly recommended,2024-01-01T19:00:00Z,praise
user_38342,Why Is My Order Taking So Long? I Ordered It 10 Days Ago!,2024-01-02T06:04:00Z,complaint
user_19300,Incredibly disappointed with the quality,2024-01-01T19:04:00Z,complaint
user_81848,HOW LONG DOES SHIPPING USUALLY TAKE.,2024-01-02T06:12:00Z,inquiry
user_74505,i'm very disappointed with this service!,2024-01-02T00:42:00Z,complaint
user_26139,HOW DO I CONTACT CUSTOMER SUPPORT!,2024-01-02T06:20:00Z,inquiry
user_79210,WHY IS MY ORDER TAKING SO LONG? I ORDERED IT A WEEK AGO?,2024-01-02T12:00:00Z,complaint
user_61249,I'm very disappointed with this service,2024-01-02T12:05:00Z,complaint
user_49152,Do you offer international shipping,2024-01-01T19:16:00Z,inquiry
user_28583,i'm very disappointed with this service?,2024-01-01T19:18:00Z,complaint
user_85727,BEST COMPANY EVER. HIGHLY RECOMMENDED?,2024-01-02T06:40:00Z,praise
user_76400,is there a discount code i can use!,2024-01-02T12:25:00Z,inquiry
user_30690,Just wanted to say thank you for the great experience.,2024-01-02T12:30:00Z,praise
user_87367,Can I return an item that was damaged in shipping,2024-01-02T12:35:00Z,inquiry
user_36543,Fantastic Service! Would Definitely Recommend,2024-01-01T19:28:00Z,praise
user_07028,My order is taking forever. I ordered it 10 days ago.,2024-01-01T13:45:00Z,complaint
user_53628,I Am Extremely Unsatisfied With My Purchase,2024-01-01T13:46:00Z,complaint
user_47014,HOW LONG DOES SHIPPING USUALLY TAKE!,2024-01-02T12:55:00Z,inquiry
user_63067,Do You Have This Item In A Different Size.,2024-01-02T13:00:00Z,inquiry
user_04497,I'M Very Disappointed With This Service?,2024-01-02T01:27:00Z,complaint
user_29261,Do You Offer International Shipping.,2024-01-02T13:10:00Z,inquiry
user_83067,Best Company Ever. Highly Recommended,2024-01-02T01:33:00Z,praise
user_56799,IS THERE A DISCOUNT CODE I CAN USE.,2024-01-01T19:44:00Z,inquiry
user_27725,Amazing quality and fast shipping!,2024-01-02T01:39:00Z,praise
user_52164,Fantastic service! Would definitely recommend.,2024-01-02T13:30:00Z,praise
user_04736,Just Wanted To Say Thank You For The Great Experience!,2024-01-02T07:40:00Z,praise
user_54537,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-02T13:40:00Z,complaint
user_19549,What Is The Warranty On This Item.,2024-01-01T19:54:00Z,inquiry
user_20358,How Do I Contact Customer Support.,2024-01-01T19:56:00Z,inquiry
user_31232,How Long Does Shipping Usually Take.,2024-01-01T19:58:00Z,inquiry
user_88477,Love this product! Best purchase ever.,2024-01-02T14:00:00Z,praise
user_55522,my item is taking forever. i itemed it 14 days ago,2024-01-02T08:04:00Z,complaint
user_52141,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE.,2024-01-01T20:04:00Z,complaint
user_16989,just wanted to say thank you for the great experience!,2024-01-02T02:09:00Z,praise
user_81409,your service is outstanding?,2024-01-02T14:20:00Z,praise
user_57791,love this product! best purchase ever!,2024-01-01T14:05:00Z,praise
user_31450,THIS IS EXACTLY WHAT I WANTED. FIVE STARS,2024-01-02T02:18:00Z,praise
user_74470,WHERE CAN I FIND THE REFUND POLICY.,2024-01-02T08:28:00Z,inquiry
user_84258,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-01T14:08:00Z,praise
user_25746,Your Service Is Outstanding!,2024-01-02T02:27:00Z,praise
user_65249,I'm very disappointed with this service!,2024-01-01T20:20:00Z,complaint
user_07627,Horrible Experience From Start To Finish,2024-01-01T14:11:00Z,complaint
user_40343,My Order Is Taking Forever. I Ordered It 2 Weeks Ago!,2024-01-02T02:36:00Z,complaint
user_18800,Absolutely love everything about this company.,2024-01-02T08:52:00Z,praise
user_65364,Your customer service is absolutely terrible!,2024-01-02T02:42:00Z,complaint
user_48301,Do you have this item in a different size,2024-01-02T09:00:00Z,inquiry
user_18987,What Is The Warranty On This Item?,2024-01-01T14:16:00Z,inquiry
user_96517,best company ever. highly recommended?,2024-01-01T20:34:00Z,praise
user_22293,CAN I GET A REPLACEMENT FOR THE DEFECTIVE UNIT,2024-01-01T20:36:00Z,inquiry
user_31010,Why is my item taking so long? I itemed it 10 days ago!,2024-01-01T14:19:00Z,complaint
user_25745,incredibly disappointed with the quality!,2024-01-01T20:40:00Z,complaint
user_94324,This is the worst product I have ever purchased,2024-01-02T03:03:00Z,complaint
user_48624,I AM EXTREMELY UNSATISFIED WITH MY PURCHASE?,2024-01-01T20:44:00Z,complaint
user_91362,why is my order taking so long? i ordered it 2 weeks ago?,2024-01-02T03:09:00Z,complaint
user_16776,fantastic service! would definitely recommend?,2024-01-01T20:48:00Z,praise
user_11777,how can i track my shipment.,2024-01-02T16:05:00Z,inquiry
user_95662,your service is outstanding,2024-01-02T03:18:00Z,praise
user_37721,Fantastic service! Would definitely recommend!,2024-01-02T09:48:00Z,praise
user_97862,fantastic service! would definitely recommend,2024-01-02T16:20:00Z,praise
user_27682,how do i contact customer support!,2024-01-02T03:27:00Z,inquiry
user_97810,how long does shipping usually take!,2024-01-01T14:30:00Z,inquiry
user_95081,incredibly disappointed with the quality?,2024-01-02T10:04:00Z,complaint
user_72427,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE.,2024-01-01T21:04:00Z,praise
user_13836,What is the warranty on this item.,2024-01-01T14:33:00Z,inquiry
user_19369,how can i track my shipment!,2024-01-01T21:08:00Z,inquiry
user_49101,Horrible experience from start to finish?,2024-01-01T14:35:00Z,complaint
user_44201,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE,2024-01-01T21:12:00Z,praise
user_32145,This is exactly what I wanted. Five stars.,2024-01-02T17:05:00Z,praise
user_71110,JUST WANTED TO SAY THANK YOU FOR THE GREAT EXPERIENCE!,2024-01-02T03:54:00Z,praise
user_28018,What payment methods do you accept?,2024-01-01T14:39:00Z,inquiry
user_27654,LOVE THIS PRODUCT! BEST PURCHASE EVER,2024-01-02T04:00:00Z,praise
user_53570,Love this product! Best purchase ever?,2024-01-01T21:22:00Z,praise
user_40840,Incredibly disappointed with the quality,2024-01-02T10:48:00Z,complaint
user_41599,I'M Very Disappointed With This Service?,2024-01-01T21:26:00Z,complaint
user_48662,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED!,2024-01-01T21:28:00Z,complaint
user_01377,this is the worst product i have ever purchased.,2024-01-01T14:45:00Z,complaint
user_38071,Where can I find the refund policy.,2024-01-02T11:04:00Z,inquiry
user_87783,How Can I Track My Shipment.,2024-01-02T17:55:00Z,inquiry
user_69829,I am extremely unsatisfied with my purchase,2024-01-02T04:24:00Z,complaint
user_76181,Your Customer Service Is Absolutely Terrible.,2024-01-02T18:05:00Z,complaint
user_26198,horrible experience from start to finish!,2024-01-02T11:20:00Z,complaint
user_80567,i'm very disappointed with this service.,2024-01-01T14:51:00Z,complaint
user_53083,This Is Exactly What I Wanted. Five Stars,2024-01-02T04:36:00Z,praise
user_58082,Love This Product! Best Purchase Ever,2024-01-01T14:53:00Z,praise
user_31941,HOW CAN I TRACK MY SHIPMENT,2024-01-01T21:48:00Z,inquiry
user_17313,how long does shipping usually take!,2024-01-01T14:55:00Z,inquiry
user_48678,Fantastic service! Would definitely recommend.,2024-01-01T14:56:00Z,praise
user_78667,How Do I Contact Customer Support.,2024-01-01T14:57:00Z,inquiry
user_95322,Best company ever. Highly recommended,2024-01-02T04:54:00Z,praise
user_70905,Horrible experience from start to finish.,2024-01-02T04:57:00Z,complaint
user_78560,Do you have this item in a different size,2024-01-01T22:00:00Z,inquiry
user_39635,YOUR CUSTOMER SERVICE IS ABSOLUTELY TERRIBLE.,2024-01-01T15:01:00Z,complaint
user_01020,Horrible Experience From Start To Finish!,2024-01-02T05:06:00Z,complaint
user_49180,This is the worst product I have ever purchased,2024-01-02T05:09:00Z,complaint
user_84506,MY ORDER IS TAKING FOREVER. I ORDERED IT 3 WEEKS AGO!,2024-01-01T22:08:00Z,complaint
user_28230,Is there a discount code I can use.,2024-01-02T12:20:00Z,inquiry
user_44341,Fantastic service! Would definitely recommend?,2024-01-01T15:06:00Z,praise
user_79536,MY ORDER IS TAKING FOREVER. I ORDERED IT 10 DAYS AGO!,2024-01-02T19:35:00Z,complaint
user_58618,HORRIBLE EXPERIENCE FROM START TO FINISH?,2024-01-02T19:40:00Z,complaint
user_90635,AMAZING QUALITY AND FAST SHIPPING?,2024-01-01T22:18:00Z,praise
user_03828,HOW CAN I TRACK MY SHIPMENT!,2024-01-02T12:40:00Z,inquiry
user_22766,What payment methods do you accept.,2024-01-02T19:55:00Z,inquiry
user_36791,how do i contact customer support,2024-01-02T05:36:00Z,inquiry
user_74485,horrible experience from start to finish.,2024-01-02T12:52:00Z,complaint
user_68773,horrible experience from start to finish.,2024-01-02T20:10:00Z,complaint
user_31441,best company ever. highly recommended.,2024-01-01T15:15:00Z,praise
user_77713,This is exactly what I wanted. Five stars.,2024-01-02T20:20:00Z,praise
user_95296,How Can I Track My Shipment,2024-01-02T13:08:00Z,inquiry
user_41987,Love This Product! Best Purchase Ever!,2024-01-02T13:12:00Z,praise
user_99140,DO YOU HAVE THIS ITEM IN A DIFFERENT SIZE?,2024-01-02T05:57:00Z,inquiry
user_68643,This is exactly what I wanted. Five stars!,2024-01-01T22:40:00Z,praise
user_99867,I'm very disappointed with this service!,2024-01-02T20:45:00Z,complaint
user_35846,I'M VERY DISAPPOINTED WITH THIS SERVICE?,2024-01-01T22:44:00Z,complaint
user_14598,YOUR SERVICE IS OUTSTANDING.,2024-01-02T20:55:00Z,praise
user_08130,Absolutely love everything about this company!,2024-01-01T22:48:00Z,praise
user_81249,How Can I Track My Shipment!,2024-01-01T22:50:00Z,inquiry
user_71423,I Am Extremely Unsatisfied With My Purchase,2024-01-02T06:18:00Z,complaint
user_62812,how long does shipping usually take.,2024-01-02T13:48:00Z,inquiry
user_19743,My order is taking forever. I ordered it 2 weeks ago.,2024-01-01T22:56:00Z,complaint
user_00755,I am extremely unsatisfied with my purchase.,2024-01-02T06:27:00Z,complaint
user_83806,Just wanted to say thank you for the great experience,2024-01-01T23:00:00Z,praise
user_09227,do you have this item in a different size.,2024-01-02T21:35:00Z,inquiry
user_80163,I'm very disappointed with this service!,2024-01-01T23:04:00Z,complaint
user_91537,Why is my order taking so long? I ordered it 10 days ago?,2024-01-02T21:45:00Z,complaint
user_59795,Can I get a replacement for the defective unit?,2024-01-01T15:34:00Z,inquiry
user_20735,your service is outstanding,2024-01-02T21:55:00Z,praise
user_11292,WHERE CAN I FIND THE REFUND POLICY.,2024-01-01T23:12:00Z,inquiry
user_07098,This Is Exactly What I Wanted. Five Stars,2024-01-02T22:05:00Z,praise
user_42475,My package is taking forever. I packageed it 14 days ago.,2024-01-02T14:32:00Z,complaint
user_03390,this is the worst product i have ever purchased!,2024-01-01T23:18:00Z,complaint
user_19354,THIS IS THE WORST PRODUCT I HAVE EVER PURCHASED.,2024-01-02T14:40:00Z,complaint
user_48385,Horrible Experience From Start To Finish?,2024-01-02T07:03:00Z,complaint
user_84540,Do You Offer International Shipping!,2024-01-01T15:42:00Z,inquiry
user_86853,Your service is outstanding,2024-01-02T14:52:00Z,praise
user_13276,How Do I Contact Customer Support,2024-01-02T22:40:00Z,inquiry
user_60219,Love This Product! Best Purchase Ever?,2024-01-01T23:30:00Z,praise
user_57817,best company ever. highly recommended.,2024-01-01T15:46:00Z,praise
user_02613,DO YOU OFFER INTERNATIONAL SHIPPING?,2024-01-02T07:21:00Z,inquiry
user_50913,Absolutely love everything about this company!,2024-01-02T23:00:00Z,praise
user_27071,How long does shipping usually take,2024-01-01T15:49:00Z,inquiry
user_78331,DO YOU OFFER INTERNATIONAL SHIPPING?,2024-01-02T15:20:00Z,inquiry
user_17553,Why is my order taking so long? I ordered it 15 days ago!,2024-01-02T07:33:00Z,complaint
user_98171,Fantastic Service! Would Definitely Recommend?,2024-01-02T15:28:00Z,praise
user_42730,How Can I Track My Shipment?,2024-01-01T23:46:00Z,inquiry
user_70706,incredibly disappointed with the quality?,2024-01-01T23:48:00Z,complaint
user_42748,Can I Get A Replacement For The Defective Unit!,2024-01-01T23:50:00Z,inquiry
user_38917,I'M Very Disappointed With This Service.,2024-01-01T23:52:00Z,complaint
user_82803,This is the worst product I have ever purchased,2024-01-01T15:57:00Z,complaint
user_63779,Where Can I Find The Refund Policy!,2024-01-01T23:56:00Z,inquiry
user_29355,Your Customer Service Is Absolutely Terrible!,2024-01-02T23:55:00Z,complaint
user_02606,is there a discount code i can use.,2024-01-02T16:00:00Z,inquiry
user_42043,i am extremely unsatisfied with my purchase?,2024-01-03T00:05:00Z,complaint
user_03726,THIS IS EXACTLY WHAT I WANTED. FIVE STARS?,2024-01-01T16:02:00Z,praise
user_26309,I'm very disappointed with this service,2024-01-03T00:15:00Z,complaint
user_04813,what payment methods do you accept?,2024-01-01T16:04:00Z,inquiry
user_84448,i'm very disappointed with this service!,2024-01-03T00:25:00Z,complaint
user_65870,Love this product! Best purchase ever!,2024-01-02T08:18:00Z,praise
user_70625,What Payment Methods Do You Accept?,2024-01-02T00:14:00Z,inquiry
user_22098,How Long Does Shipping Usually Take.,2024-01-02T16:32:00Z,inquiry
user_46035,I am extremely unsatisfied with my purchase!,2024-01-02T00:18:00Z,complaint
user_91668,YOUR SERVICE IS OUTSTANDING?,2024-01-02T16:40:00Z,praise
user_71044,HOW CAN I TRACK MY SHIPMENT!,2024-01-01T16:11:00Z,inquiry
user_04129,Do you offer international shipping,2024-01-02T16:48:00Z,inquiry
user_85542,do you have this item in a different size!,2024-01-02T16:52:00Z,inquiry
user_47378,This Is The Worst Product I Have Ever Purchased.,2024-01-01T16:14:00Z,complaint
user_34420,Incredibly Disappointed With The Quality.,2024-01-02T17:00:00Z,complaint
